name	raga	seq
angArakamAshrayAmyaham - suruTTi - roopakam - MuthuswamiDikshithar	surati	rmpNdpmpmmmgrmrsrrs.Nsrpmp'sN's'r'mmrmpN'sNdprmpNdpmmgrpmmgrs.Nsrpmp'sN's'r'mN'sN's'rNd'sN'r'sNdpmNdpddmgmgpmrmrs'r'sN's'r'g'r'sNd'sN'r'sNdpmNdpdpdmmgpmmrrmrss's'sN's'r'sNdN's'sN's'r's'r'sNNdNdpdpdmppmpmpN'sN's'r'm'g'r'm'r'sN'sN'sNdNdpdmpmNdpmggrsss's's's's'sN's'r'r'm'r'r'sNdpp'g'r'r'sNdpdpdp'sNdpdpdmmgrrmrsNdN'sNdppmpdpdmpmgmpNdpdppmmrmrsrs.NsrmrmmprmpNpN'sNNdpdpmpmgrmrs.Ns.NrsrNdpmgmpmmrrNNd'sN's'r'sNNdpdpddmp's'sN's'r'r's'sNN's'r's'sN's'r'r'm'r'r'sN'sNNdp'sNdpdmmgrmrmpmpdpp'sNdpmgmpmmr's'r's'rN's'sNNdp'sNdmpN's'sN's'r's'sNdpmpmNdpmgrmrs
AnjanEya jagadhEka veera - Jhanjhooti - Adi - Muthaiah Bhagavathar	jhanjhooti	mmggrss.N.d.p.p.dsrgmpdmmggrrmgrssrgrs.p.dsrgmpdmmggrrmgrs.d.Nss.d.p.p.dsgmpmpdpmpmpmggmpmpddNdpNdpmgrsrgmpmmmgrs.N.d.p.dsrgmmggrss.N.dgmpdNdpmgrs.N.d.p.p.dsrgmpmpdNdpdgrmggrsssrss.N.d.N.p.p.dsrggmmggrsssrss.N.d.N.p.p.dsrggrmggrss.Nsrmgrss.d.Ns.N.dgmpmpdpmpmpmggmpmpddNdpNdpmgrsrgmpmmmgrs.N.d.p.dsrgmmggrss.N.dgmpdNdpmgrs.N.d.p.p.dsrgmpmpdNdpd
ANma gnyAna - ShuddhaDhanyAsi - Daru Varnam - Adi - NS Chidambaram	shuddha dhanyasi	pmGGmGs.NsGmpNp'sNp'sNpmGmGsGmpmGmmGmGs.NsGmpNs'GN'sspNmppmGsGmpNpN'sNpmpN'sGmpN'smGpmNp'sN'G'sNpmpN's'G'G's'G'm'm'G'm'G'sp'sNpNpmGmGsGmppNpNmpmpmGsGmGs'sNp'G'sNpmGsGmpNpmmpmGGmmGssG.NspNmpmGsGmpGmpNmpN'spN's'G'm'G's'G'sN's'G'm'm'G'G'sN's'G'm'G'm'G'sN's'G'm'GpN'sNsGmGGGmmppN'sNpm's'sNp'sNpmGpmGsGsmGs'sNpsGmpN'spNmpG.NsGmpN'sNpNpmGmpmGmGs.NsG.NsGmpNNNpmGmpsGmp.NsGmpsGmpN'sNpsGmpNpN's'GN'sGmpNmpN's'G'm'G'G'sNNppmsGmpN's'spNmpmGsG.Ns.NsGmGmpN's'm'G'sNN'G'sNpp'sNpmGGGmmppNN'sppNN'spN'spN'sNN's's'GN's'GN's'G'm'G's'sNmpN's'm'G'sN'G's'sp'sNpmNpmGssGmpN
aNNalin AaNai - Kalyanavasantha - Varnam - Adi	kalyana vasantha	s'sND'sNDpmmGrs.NssGmGGmDN'sNDN's'G'r'sNDN'sNDpmpmGrs.N.D.NsGmsGmDNDpmGmGrsGmDN's'G'r'sNDpGmmDN's'G'm'G'rN's'G'r'sNDpmGmGrs'sNDpmGmDNsGmGrsGmDN'sNDpmGmDN'G'r'sN'r'sNDNDN's'G'r's'sNDpm'm'G'r'sND'r'sNDpmGmDN's's'r'sNN'sNDpmGmGmGrs.NsGmDN'sGmGmDNDNN's'G'r's'G'm'G'r'sNDpmGmDN'sDDN'sGmmDDN'ssGGmmDDN'sssGGmmDN'sN's'G'mGmG'r'sN's'G'r'G'r'sNDpmGrs.NsGmDN'r'sN'sNDNDpmGr.NsGmGmGmD'r'sNDpmDN'sDNDpmGrs.NsGmDN'ssGmDN's's'rN'sDNDpmGrs.N.D.NsGmDN'sDN'sDNDpmGmGrNDpmGrs.N.D.NsGmDN'sNDmDN'sGmDN'ssGmDN's'G'r'sND'sNDpmsGmDN's's'rN'sDNDpmGrs.N.D.NsGmDN'smGmDNGmDN's'G'r'sNDpmGrs.NsGmDN'sNDpmGmGrs.N.D.NsGmDN's'G'r'sNDpmGmDN'sNDN's'G'm'G'G'm'G'r'sNDD'sNDpmGGsGmDN
AnnapoorNe -Saama - Adi - MuthuswamiDikshithar	saama	s.dsrmmpmmggrrgr'sr.dsrmpdpmpd'sdpmmgpmgrrgr'sr.dsrmpd'sdpmppd's'r'm'g'r'sdpmgrsrmpddpmd'sd'sdppmmggrsrmpd's'd's'r'p'm'g'r'r's'sddppmmgpd'sdpmd'sr'sdpmdd'r'spd'sdpm'sd's'sd's'r'p'm'm'g'g'r'r's'g'r's'r'm'g'g'r'sd'sdppmmgrsr's'r'p'm'm'g'r's's'sdd'r's'sddpmmpmgsrmpppppmd'sd's'r'r'm'g'r'sd's'r'sdppmgrpd'sdpmpd's's'rd's'm'g'g'r'sd'r's'sdpmmggrsrpppppmgmmmmgrsrmpd'sdppmmpdmpmmmgrsrmpdpmddpd'sd's'r's'sd'sdpd'sdpmd'sd's'r'm'g'r's'r'g's's'g'rdd's'rd's'r'm'g'r's'r'g's'r'r'm'g'r's'r's'sd's'r's'dpmdpd'sdpmgrs.dsrpmgr's'sddpmmmpdmpmmmgrsrgsrsrdppmmgr.dsrmpdpmdd's'sdpmd's'd's'r'm'g'r's'r'g's'r'r'm'g's'r'g'r'g's'r'sdpmg
anurAgamu lEni - saraswathi - Roopakam - ThyagarAja	saraswathi	pd'sNdpppdpMpd's'r'sNdppNdpMpd'r'sNNdppNddpMpd'r'sNNdpMpdppMpd's'r's's'r'sNdpMpd'r'sNdpdpMrs.N.dsrMpddppMpd's'r's's'r'sNdpd'r's'sNNdpdpMrs.N.dsrMrMpd'r'sNdpMpd's'r'r'r'r'r'spd's'r'r'r'M'r'r'sd's'r'r'sNdpd'r'sNNdpdppd's'r'r'r's'r'p'M'r'sNdpd'r'sNdpdNdNdpMppppppppdpMrrs.N.dsrpMpppppppMpdpdpMrs.N.dsrMrrMpMppd's'r's'r'r'r'spd's'r'r'M'r'r'sd's'r'r'sNdpd'r'sNNdpdppd's'r'r'M's'r'p'M'r'sNdpd'r'sNdpdNdNdpM
aparAdhamula - rasALi - Adi - thyagarAja	rasali	pdN'sdppmRmRmpddN's'sdpmpddpmRmRmpddN's'sdppdNdpmRmRsdN's'R'R'R'RRmpdNd'sdpmpdN's'R's'R'R's'R'm'RR's's'R's'sdppmpdN'sddpmpppppmpdNdpmR.d.NsRRsRmpmpppdN's'R's'R'R's'R'm'RR's's'R's'sdppmpdN'sddpm
aparAdhamulanniyu - lathAngi - Adi - PatnamSubramanyaIyer	lathangi	pDpDn's'snpDDDpMgggMpDDpMpDn's'r's'snpDn's'snDpnDpMgMpDDpMgDpMggrrgrs.nsrgMpgMpDDpMgDpMgrgrsrgrssrgMpDn'sDn'snDpMgDpMgrgrs.nsrggMpDn's'r'g'g'r's’nDpMn's'r'r'r'r's'sn's'r'g's'r'g'sn'sn's'r'r'r'snDn's's'r'g's'r'g'sn'sn's'r'r's'r's'r'g'g'g'p'M'g'r'g'sn's's'snDDDn's'snDpnDpMgMp's'snDDn's'r's'snDpnDpMgMp'snDpDn's'sn's'r'g'g'r'g'rn'rnDn's'r'snDpMpDpppMgMpDn'snDpMgrggDpMgrpMgrs.n.D.nspMgrgMpMp
apparAma bhakthi - panthuvarALi - Roopakam - Thyagaraja	pantuvarali	pMgRs.nsRgggMppMgRgMpMgMgRs.nsRgggMppMnDpMgRgMg'snpMgRsRgRs.nsRgggMpMpDpDnDns'RsnD'snDpMgR's's'sn's'R's'snDnpMDn's's's's'snDpMDpMgRgMDpD's's'sn'g'R's'snDnMDn's'R's'sn'g'R'sDnnDpMMDpMgMpDn's'R's'RgMpDpppMpDpDDMDDn's's'snDnnDpMgMpDpppMpDnMDnMDDn's'R's'snDnpMDn's'R's's's'sn's'R's'snDnpMDn's's's'snDpMMDpMgRgMpMD's's'sn'g'R's'snDnMDn's'R's'sn'g'R'sDnnDpMMDpMgRgMpDn's'R's'R
Arabhi -Jathiswara - Adi	arabhi	s'snddppmgrrssrspmdpmpd's's'rdd'sppdmmpmgrrspmdpmpdpdpmgrmpdpsrmmpdpmmpdpdp'sndppdp'r'sndpdmpdrmpsrmpmpdmpdpd's's'r'm'g'r'r'sndd's's's'rdd'sppdd's'r's'snddpmgrrssr.dsrmpd
AragimpavE - thOdi - roopakam - thyAgarAja	thodi	sRGmGRRsRs.N.D.NsRGmGRsRGpmGRs.NsRGmGRRssGRsR.NsRsRGmpDNDmGpmGRs.NsDppmGRsNDpmGRs.NsRsRRmGmpDN'sNDppmGRs.NsDppmGRs'sNDpmGRsR.NsRsRpmGmpDN's'R'sNDpmGRs.NsRpmGRRspGmDDDDmDDN's'sN'R's's'sN'G'R'sNDpDN's'R's'sNDDDmDNDN's'R'G'R's'sN'G'R'R's'sNDpDN'sDN'sNDppmGmGRs.NsRpmGRRsDN's'R'sNDpmGmGRs.NsRpmGRRsDDDDpmppmGGpmGRsGRsR.NsRGmpDDDDDmDDN's'sN'R's'sN'G'R's'sNDpDN'sNDpmGpmGRs.NsRpmGRRs
ardhanAreeshwaram - kumudhakriyA - roopakam - MuthuswamiDikshithar	kumudhakriya	s's'RD'R'snDgMgMgRsgRgMDgDM'sDn'R's'Rn's'R'sD'sD'snD'snMDD's'g'R'snDMgMMgRgRMD'snDn's'R'sD's's'R's'g'R'g'M'g'R'g'R's'R'snD'sD's'RgMDMgRMggRRMgRsnDMgRgD'sD'R'sD's'g'R'M'g'g'R'M'g'R'sgMD'g'R'snDMDMggMgRsRsMgMDMDnD'R's'g'M'g'g'R'snD's'g'R'snD'snD'snD'R
ArEndru arindhu - valachi - Varnam - Adi - S_Srinivasa Iyengar	valaji	s'sNdpdgpdpgpggss.N.d.NsggdpdN's'g'sNdNN'sNdpdpggs.N.d.NsgsgpdNgpgNdpgpggs.N.d.NsggpgdNdpdN's'sN's's's'g'p'g'p'g'gsNdN's's'sNdpdgspgdpNddNdNdpgdppggs.N.d.NsgpdNgpdNddpNd'sN'g's'p'g'sNdpdN's'g's'sNdN'sNdgpdNN'sNNdpgsgpNd'sNdNNdpgpdNdpgs.N.dsgpNpdNddNppgggpggssggpdNdNdpgpdNdN'sNpdNdgpdpgps.NsggsgpdNNdpgpd'sN's'gN'sdNpdpgspgdp'sNgpdN'sN'g's'sNd'sNd'sNdpgpdpgsgpd
aruLavEndum thAyE - sAramathi - Rupakam - Dandapani Desikar	saramathi	rrGsrGGmmGsrrGsrGmmpDmmGGsrrGsrGmmpDNDDmGsrrGsrGGmpDNNDDmpDmmGssrrGsrGGmpDN'sNNDDDmpDmmGssrrGsrGGmpDN's's'sNDmGsrrGsrGGmpDNDN's's's'sNNDDmmGGGsrrGsrGGmpDNN's'r'G's'sNNDDmmGGGspDNN's's's'r'G'sNDDmpDNN's's's'r'G'G'r'G'm'm'm'G's'sNDNDN's'sNNDDmmGGsppppDN'sNNDDmmGGGsrGmGsssrGmmppppDNN's's's'r'G'sNDDmpDNN's's's'r'G'G'r'G'm'm'm'G's'sNDNDN's'sNNDDmmGGs
Arumarundhoru - Mohanam - Rupakam - Muthuthandavar	mohanam	gpgrsssrsdpdsrgdpgrssgdpdpgrsssrgpgrs.dpdsrgdpgrssgpdsdpgrsssrgpgrs.dpdsrgdpgrssgggggrrgpgppddddppd'sd's'sd's'r'g'g'r's'r'sdpd's'sddpgpdsdpgpgrsr
aruNodhayamE - BowLi - Varnam - Adi - Lalgudi G_ Jayaraman	bowli	sRgDpRggpgnDpgpgRssRgpgRs.n.D.p.DsgpD'snDpgRsDpDnDpgDpDpRRsRgpDgpD'spDpD's'R'g'p'R'snD'snDpgDDpgRssRgpD'snDpgRgDpDnpDgpRgpD's'R'g'p'g'R'snD'RgpD'R'snDpgDsRgnDpgRgpgRgpD'snDnDDpgnDpgpgRsRgpDpRgpgsRgpDpgpRgpsRgRgDpD'snDpgp.D.p.DsRsRgpgRgpD'snDsRgpDpgpRgnDpDgpD's'R'g'p'g'R'snDpg'g'R'snDpg'R'snDpg'snDpgnDpgDp'sggppDD'snDpgRsRgsRgpRgpDgpD'snDgnDpRgDpgsRgsRgDpDpgpRgnDnDpDgpDpD's'R'gp'R'p'g'R's'R'sD'snDpDpRpgRsR
athi neepaina - jyothiswaroopiNi - Varnam - Adi - korainAdu naTEsha piLLai	jyothiswaroopini	pMDDNDpMMpDNDpMgMpMggggs.NspMpDpDDDNDDNDpMpDN'sNDpMgggMpDN'sNDpMpDMMpggMgMpDNDpMDN's's'g'g'g'M'g'g'g'sNDN's'g's'sNDNpDppMgMDN'spDN'sDNDpMgpMggsgggMDpMggMDNpDMpNDN's'g'g'gN'sNDMpggM's'sNDN'sNDNDpMDpsggMpDN'sNDMpgMDNNDpMpDDpMgMpMgMpgMMsggMpDNDNNDDNDDpMgMpMssggMMggDDppNNDNN'gN'sDNpDpDgM'sNDpMNDpMpDNpDNDpMpMpMgMDMpMNDp'sNDNDD'sDN's'gN's'g'g'M'g'g'sNDpMggs.NsggMpDN
ayyAguruvaryA - sushama - Adi - Dr_M_Balamuralikrishna	sushama	mpDpppmrmpmrsrs.DrrmrssmpD's'rpDpppmrmpDDpmpmrmpDpppmpDpppmpDp'spD's's's's's'r'sDpD'spD's's's'r'm'r's'r'm'r'p'm'r's'smpD's
bAgAyEnayya - chandhrajyOthi - Adi - ThyagarAja	chandrajyothi	RsRsss.d.dsRssrMpMrRsRrRss.d.dsRrMpd'sdpMrRsRrRRss.dsRrRrMpdpd's'sdpd'sdpMrRrMpdpdpMpd's'R'r'R's'sdpMrRrMpdpd'sd's's'sd's'R'r'R's'spdpMpd's'R'RrM'p'M'r'R'R's'sdpMpd's'sdpMrRsRrMp'sdpMpd's'R'r'R'sd'sd'sdpdpMpMrMpdpdpMrMpMpdpd'sdppMrRsrMpdpMrRs.dsRrRrMpd'spdppdpMrMpd'sd's's'R'r'M'p'M'r'R'sd'R'sdpMpd'spd'R'sdpMrRrMpd
bahudAri - mootatayar - Geetham - Roopakam - Tiger Varadhacharya	bahudari	sssssgs.N.Ns.NsgmpNpmgsggmpdN'sNpmpdNppmggss.N.p.d.Ns.NsggmgpmpgmpdN's'sN's'g'm'g'sN'sNpmgmpddNppmgs
bAla sarasa muraLi - keeravANi - Adi - Oothukadu Venkatasubbaier	keeravani	rrs.nsrrGmpmpmpDpmGrsrrs.nsrrGmnDpDpmGrsrrs.nsrrGmpmp'r'r'G'r's'rpmGrsrGmprpmGrs.ns'r'snDpmGrsrGmprpmGrs.nsrGmpDn'r'snDpmGrs'snpDn's's's's's's's's's's'r'snpDn's's's's's's'r'r'sn's'r's'r'G'G'r'r'sDn'snDpDppmmGGrs's'r'G'G'r'r'sDn's'r'G'r'snD'r'snDpmGrsGmpDpmGrsrpmGrsmGrsrGmGrsrGrsrGrGmpDpmGmGrsppmmGGrrGsrrrrmmrGGrs.nsrGrsmpDpGmpmGrsGGrs.nsrrGGmpDppDn's'r's's'snDn's's's'r'snDpDpmGrsppDpmpDpDn'sDn's's'r'G'r'sn'r's'snDpDn's's's'G'r'p'm'G'r'snDn's'r's's's's'spppmmmGrs's'snnD'snDpmGrsrGmpDpmpDn's's's'r'sn's'r's'G'r'sn's'r's's's'snDDpmpDn's's'r'G'r'G's'rn'sDnpDmpGmrGsr.nsrGmpD'r's's'G'r'r's'snnDpDDnn's'r's'sppDpmmGrGGrsDpmGrGGmGmpDpGmrGmGrsrGmpDppDpDnDpD'snDpDmpDmpDn's'r'G'r's's's's's'r'snD'snDnDpDpmGpmGrs.nsssGrGmpDpmpDn's'r'snDpmDpmGGrspmDpmGrsrGpmGrGsrrrGmppmGrsss.n.D.nss'snDDn's's'r'G'G'r'r's'r'r'sn'G'r'snDn'sDn'snDpmDpmGrs
balahamsa- Jathiswara - Adi	balahamsa	prmgsrs.N.dsrmpd'sNdpmrmgsrmpdpd'sNdpmrmgsrmpd'srmpd's.N.dsrmpdmpmrmgsrs.N.ds.N.dsrmpd'sNdpmrmgsrmppmrmgsrs.N.d.p.dsrmmpmrmgsr.dsrmpdmpd's'r'm'r'm'g'sNdpmrmgs.N.dsrmpsrmprmpmpdNdpmrmgss.N.ds.N.d.p.dsrmrmgsrmpdmpd'sNd's'r'r'm'g'sNdpmrmgssrmpdrmpd'smpd's'r'm'r'm'g's'r'sNdpmrmgsrs.N.d.p.N.dsrm
bAlAmbikayA - shrI ranjani - Eka - MuthuswamiDikshithar	shri ranjani	d'sNdmmGrGmmrGrGmGrdmdN'sNd'sNdmmGrGmdmmrGrmGGrsd'sNdmmGrGmmrGrGmGrs.N.d.NsrrGmNdmmGmdN'sNddN's'r's'r'G'm'r'G'G'r's'r'G'm'r'G'r'm'G'r'G'm'm'G'G'r'G'm'G'r'sN'G'r'sdNdNdmdN's'r's'sNdN'sNdmGmdN's'sNdNdNdmNdmGrGmGrs.N.d.NsrGm.d.NsrGmrGmdmdN'r'sNdm'r'sNdm'sNdmdN
bandhanE nE ranga - shrI - Adi - Purandaradasa	shri	ssrrGrs.N.p.NsGrs.N.NspmrrGrss.N.p.NsrsrGrs.Ns.N.p.NsrrGGrrss.N.p.NsrsrmpN'sNpmNpmrrGrss.N.p.NsrsrmrmpmpN's'r'sNpmrGrsrrpN's'r'G'r's's'r'sNpNppmrmpmrGrspNpmrGrs.Nsrmrmpp'sNpmrmpmrGrs.NsrmpN'sNpmppppppNpmp'sN's's's'r'r'r'r'r'G'G'r'r's'r'sNpN's'r's's's's's'r'sNpmpN'sN'sNpmrGrs
banTureethi koluvu - hamsanAdham - Adi - ThyagarAja	hamsanadham	pppMrrsrsrspMpppnpMrrsrsrspMpMpn'snppMrrsrsrsp's'sMpn's'r'snpnpMrrsrs.nsrMpn'snpMrs.nsrMpnpnpMrrsrspMrs.nsrMpn'snpMrM'snpnnn'snn's'r'r's'r's'r's's's's'sn'r's'snn's'r'r's'r'M'r'M'r'r's'r'spn's'r'snppMp'r's'rrspMpppnpMrsrpppMrrsrs.nspMp
Begade - Jaya Jayaa Jaya - Geetham - Triputa	begada	mgmpdpndpmgmp'sn'sdp's'sn's'r's'm'g'r'sn's'r'sn'sn'sdnpdndpmgmpmgmrgmp'sn'sdp's
bEgadE - saraswathi nanna nAligEyalli - Geetham - Triputa - Purandaradasa	begada	mgmpdpdndpmpdpdp'sn'r's'm'g'r's'rn'spdpdndpmpdmgrggmmgrsgrgmpdp'sn'r's'm'g'r's'rn'spdpdndpmpdmgrggmmgrsss
bhajana sEyavE - kEdhAram - Rupakam - annayya	kedharam	.p.p.psssmgrsrsssssrs.n.p.p.psssmgrsrsssspmggrgrs.n.p.p.psssmgmpnpmgmgrssrgsgmpnpmgrgrsrs.n.p.p.psssmgmpn'snpmgrssrgsgmp'r'snpnpmgmgrs.n.p.p.psssmgmpn'snpmgrssrgsgmpn's'r'g'r'snpmgrs.nsspnpmgmp's'snpn'sn'g'm'g'r's'r'g's'spnpmgmgrgrs.n.ps.nsgpmgrsgpgp'snpmgrsgrsgmpn's'r'sp'snpmgrs.n.psgpmgsgmnpmgmp'snpmnp'sn'r's'm'g'r's'g'r'snpmnp'snpmgrs.npmpnpmpmmgmgrgrrsrgrss.n.p.pssspmgrsrrgss
bhajarE mAnasa - nAttai - Varnam - Adi - Mysore Vasudevacharya	nata	pmpmgpmGGss.nsGspmgmGsgmpmgmnpmgm.nsgmpnp's'snppmmpnnppmppmmGs.nGsGsmgpmnpgmpn's'sn's'G'G'sn's'G'g'm'G'sn'spn's'Ggmpn'snpmgmpnppnpmmpmmpmggmggmGsspmgmppmGspmGs.nsgmp'snpmGs.nsggmnpnmp'snpmgmpn's'g's'snpmgmpn's'sn's'G'sn's'g'm'p'm'g'm'G's'snnppmGsgm's'snn'snpmGGs'snpmgmp'sn'spnmpmgmGsnpmgmpn'snpmpspnpmgmspmgmpssgmpn'spnpmp'snpmnpmgpmGsmgs.nGs.nsgmpmnpmpnp'sn'G'sn's'g'm'p'm'g'm'G'G'sp'snmnpspmgmpnpmpnpmpmgmGpmGsGgmppnp'snpmmpmnpmGGsGs.n.p.nsGgmppmmGGss'snppmmGGsgmpn'ssgmpn's'G's'g'm'p'm'g'm's'G'sn'G'sn's'sppssmgmpn's'G
bhajarE rEy mAnasa - AbhEri - Adi - MysoreVasudevacharya	abheri	ssmpmGGGmpmpmpNNNddppmmGrs.NsmpmGGGmpmNpmpN's'sNNddpmGrs.NsmpmGGGmpmNpNdpmpN's'm'G'G'r'r's'sNNdpmGmNdpmGrssss.N.N.N.N.d.d.p.NssGmNdpmGGGrGmGGrrspNmp'sN's's'sN'sN'sN's'm'G'G'r'r'sppNmpp'r'r's'sNNN's's'r's'sN'sN's'm'G'm'p'm'G'r's'r's's's's's'sN'sNNNd'sNNddppmGmmNpmGrmGGrrGmGGrrs's's's'sN's'G'G'r'r's'sNNNNd'sNNddppGmGmpN's'm'G'r'sN'r'sNdpmNdpmGrrsppppmp'sNNddppmGrsGmpsGmppppmp's'sN'sNNd'sNNddppmGrss.NsGGsGmmGmppmpN'sNNdpmmGrs’N.N.ds.N.N.d.p.NsGmNpGmp'sNdppNmp'sN's's's'sN'sN'sN's'm'G'm'p'm'G'r's'r's's's's's'sN'r's'sNNNd'sNNddppmGmmNpmGrsrssmGrs.N.p.Ns.NsmmpmmppmpNdpmp'sN's'sN'sN's'G'G'r'r'sNdppmp'r's'smGmNpmpmGGGmGGrrs
BhajarEy - Mayamalavagowla - Swarajathi - Roopakam - H Yoganarasimham	mayamalavagowla	sRgmgmpppmgmgRs.nsRssR.nsRRgRRgmmggRRRs.n.D.nsRgmgpmgRs.D.nsRgmpgmpDpmgmgRsDpDmpgmRgmpDmpgmgmpDnDpmgRs.nmpDDmpgmmnDnpDmpgmRgsR.nRmmgmpDmmpmnDm.nsRgmmgmRgmpmpDmmgRs.npDmpgmpspmgRs.nDpppgmpDpnDpDpmgmgRs.npDmmpggmRggmpmgmgRsmgmpmpDpDmpgmRRs.nDpmpDnDpmmgmpDmpDpDn's's'R's's'R'R'snDmDDmgRnDpmgpmgR.ngR.nsRgmpDn's'Rn'g'RnDmgR.n'snDpmgmDpgmpDnDpmpgmpDnmpDngmpDngmpDnDpmDpgRsR'snDpmpgmpDppmpDpnDn's'Rn'snDppDmpmgmpDn's'sn'R'R'g'm'g'R's'g'R'snDpmgRs.n
BhajarEyGopAlam - Hindolam - Adi - SadhashivaBrahmendra	hindolam	ssmGmGsmGs.N.D.NssmGDmmGsmsGmGs.N.D.NssmGs.D.NssGmGs.N.D.NssmGDmmGsmGmDN's'sNDDmGmGs.DNs'sNDNDmGmGsGmDN's'sNN's'sN'sNNDDmGmDN's'sNN's's'm'G'sNNDDmGmDN'sNDN's'sNN's's'sN'G'sNDN's'm'G's'sN'G'sNDN'sNDmGmDmGmGs's'm'G's'sN'G'sNDN'sN'G'sNDN'sDmNDmGDm
bhakthathrANa dharmavathi - dharmavathi - Rupakam - Prof_R_Visveswaran	dharmavathi	ndppMMddpMGrsrss.n.d.nrsndppdn'sndpMGrsrGMdpMGrss.n.d.nrrssn'rdpdndn's'r'sndpMGrsrGMGMpdpMGrss.n.d.nrsnnn'rndddpdn's'r'G'r'sndpMGrsrGMGMpdpMGrss.n.d.nrsrGMppdn's'r'sndpndpMGrsrGMpdrGMpdndpMpdn's's'r'G'G'r's'r's'sndd'r'sndpMGrGMpdpMGrGMpdndpMpdn's's'r'G'G'r's'r's'snddpdn's'r'G's'rpMGrs.nsrGMpdn's'r'G'p'M'G'r'sn'G'r'sn'r'sndndpMG'G'r'sndpMGrGMpdpdn's's'sndppdn's'r'sndpdn's'r's'r'G's'G'r'rnn'r's'sndpdn's's'G'r'sndpMGrGMpdpppppMppdn'r's'sndppMpM'sndpMGrrdpMGrss.nsn'rnddpdndpMpdn's's'sd'r's'sndppMpdn's'G'r'sn'r'sdn'sn'rn'rndpMpdn's's'M'G'r'sndn'rn'rdnMdGMpdn'rndpMGrs.n.d.ns.n.ds.nGrsGrMGndpnd'sn'G'r's'r'G'M'G'rpdn'rndsrGMGr'G'rndn'rndMGrGMpd
bhakthi biCHa - shankarAbharaNam - roopakam - thyagarAja	shankarabharanam	mgmggrsrpmggsrmgmggrsrpmmgpmgr.nsrgmgpmgrsrpmmgpmgr.nsrgmgpmgrs.nsrgmpmgsrgmpdpmgmgrsrggmgrmgrs.nsrgmpmgsrgmpdd'r's'r'sndppmgmgrsrggmgrmgrs.nsrgmpmgsrgmpdn's'r'r'p'm'g'sndppmgmgrs's's'sndnpdn'sn's's's'g'r'm'g'r'snpdn'sn's'smp'sndpppmdpmgrmgsr's's'g'r'm'g'r'snpdn'sn's'smpdn'sndpp'sndpmgpmgr.nsrggmpppdpmgrgmdpmgrgsrgmppgmpsdddn's'r'sndpppmdppmgpmgmrgmpmpdpgmpdd'r'snpdn'sn's's's's'r's'sndnpdn's'sngmpdn's's'sndpdn's'r's'snpppmdpmgrmgsr'sndpmpdn's'r's'snpp'sndpmgpmgr.nsrg
bhArathi bhagavathi - madhyamAvathi - Adhi - chEyyur chEngalvarAya sAstri	madhyamavathi	mrmpp'sNpN'sNpmrrsrs.NsrrrrmrspmrsrrsrrrrpmrspmrrsrrrrrrpmrsmmmmrrmpmppNmppppNpN's'sNpN's'spp'r'r'r's'sNppNN's's'sN'sNpN's'sN'sNpppmrmrsmmmmmmrrmpmppppppNNpNN'sN's'spp'r'r's'r's'sNpN'sp'sNp'sNpN'sNpmrmrsrmpmppNpmrmrsrmrss.NsrrsrmrsmpN's'r'sp'sNpmrrsrmrss.NsrrsrmrsmmmmmrmpmpppmppNmppN'sN'spp'r'r's'r'r'sNpN's's's'sNpN's'spN'sNpmrrrsmmmmmmrrmppppppNNpNNNppN's's's'spp'r'r's'r'm'r'sNpN's's'sNpNNpmpmrmrs
bhargam pashupathim - jingala - mishra chApu - Muthaiah Bhagavathar	jingala	pDpmpDpmGrGmppDNDp's'sNDpmpmGrsrGmpDpmpDpmGrGmppDNDp's's'r'G'r'sNDpmGr.NsrGmDp's's's'r'G'r's'r's'r'G'r'sNDpmpNNDp's'sNDpmpDp's's'r'G'm'G'r's'r's's'sNDpmmmpNNDp's'r'G'r'sNDpmpDp's'r'G'r's'r'G'r's'r'G'm'G'r'sNDpmGrsrmpNNDp's'sNDpmpDp's'r'G'r's'r'G'r's'r'G'm'G'r'sNDpmGrsrmpNNDp'G'G'r'sNNDpmpDp'sNDpmGrsrsrGmpDpmpDp'sNDp's'G'r'G's's'r'r'G'G'm'G'r'm'G'r'sNDpmGrGmpDppmGrsrpmGrsrGmpppDNDpmGrGrsrGmpDNDpmmpDDpD's'sNDpm
